definition,enabled,function_hash,function_name,table_name,trigger_name,status
CREATE TRIGGER tr_generate_referral_code BEFORE INSERT ON public.profiles FOR EACH ROW EXECUTE FUNCTION generate_referral_code(),O,0abb45b7a66bbb9b944e83ace1babae9,generate_referral_code,profiles,tr_generate_referral_code,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_a_benched_horse_stays_benched BEFORE UPDATE OF horse_status ON public.profiles FOR EACH ROW EXECUTE FUNCTION fn_a_benched_horse_stays_benched(),O,ea74058bc6d48b6c7519e6644c5ecf58,fn_a_benched_horse_stays_benched,profiles,trg_a_benched_horse_stays_benched,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE TRIGGER trg_aa_diamond_balance_mirrors_canonical BEFORE INSERT OR UPDATE OF diamonds, diamond_balance ON public.profiles FOR EACH ROW EXECUTE FUNCTION fn_diamond_balance_mirrors_canonical()",O,8d9df9db7e2c2328595e30b3aca6c87e,fn_diamond_balance_mirrors_canonical,profiles,trg_aa_diamond_balance_mirrors_canonical,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_auto_connect_dan AFTER INSERT ON public.profiles FOR EACH ROW EXECUTE FUNCTION auto_connect_to_dan_bekavac(),O,b190ce8c35153c069aa26ed2fd3ad843,auto_connect_to_dan_bekavac,profiles,trg_auto_connect_dan,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_ca_profile_deletion_journal BEFORE DELETE ON public.profiles FOR EACH ROW EXECUTE FUNCTION fn_ca_journal_profile_deletion(),O,37a2530ba6b283c7d3325184def06390,fn_ca_journal_profile_deletion,profiles,trg_ca_profile_deletion_journal,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_daily_challenge_revision_from_diamonds AFTER UPDATE OF diamonds ON public.profiles FOR EACH ROW WHEN ((old.diamonds IS DISTINCT FROM new.diamonds)) EXECUTE FUNCTION bump_daily_challenge_dashboard_revision(),O,367863ecd73d5909ba2ed8701ba8b168,bump_daily_challenge_dashboard_revision,profiles,trg_daily_challenge_revision_from_diamonds,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_diamond_side_tables_follow_profiles AFTER INSERT OR UPDATE OF diamonds ON public.profiles FOR EACH ROW EXECUTE FUNCTION fn_diamond_side_tables_follow_profiles(),O,e26c66d4e959e4b9bc13084398d18af6,fn_diamond_side_tables_follow_profiles,profiles,trg_diamond_side_tables_follow_profiles,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_guard_horse_avatar BEFORE UPDATE OF avatar_url ON public.profiles FOR EACH ROW EXECUTE FUNCTION fn_guard_horse_avatar(),O,30045433fd86fa466d90f0d4c6bf141e,fn_guard_horse_avatar,profiles,trg_guard_horse_avatar,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_guard_profile_privileged_columns BEFORE UPDATE ON public.profiles FOR EACH ROW EXECUTE FUNCTION fn_guard_profile_privileged_columns(),O,08d19731a476f7bca53a59984d1a3c04,fn_guard_profile_privileged_columns,profiles,trg_guard_profile_privileged_columns,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_mirror_profile_into_legacy_users AFTER INSERT ON public.profiles FOR EACH ROW EXECUTE FUNCTION fn_mirror_profile_into_legacy_users(),O,e8ff7edc7a929204b6905be11fe01514,fn_mirror_profile_into_legacy_users,profiles,trg_mirror_profile_into_legacy_users,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_normalize_username BEFORE INSERT OR UPDATE OF username ON public.profiles FOR EACH ROW EXECUTE FUNCTION fn_normalize_username(),O,61d73d11dd97754ada8fb3a6136350d6,fn_normalize_username,profiles,trg_normalize_username,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_profiles_assign_player_number BEFORE INSERT OR UPDATE OF player_number ON public.profiles FOR EACH ROW EXECUTE FUNCTION trg_profiles_assign_player_number(),O,d8f621e8832848687e18b8988bb94307,trg_profiles_assign_player_number,profiles,trg_profiles_assign_player_number,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE TRIGGER trg_profiles_cosmetics_ownership BEFORE INSERT OR UPDATE OF equipped_frame, equipped_aura ON public.profiles FOR EACH ROW EXECUTE FUNCTION sp_guard_avatar_cosmetics()",O,005eb44c4cc10482abb6517b8a80194b,sp_guard_avatar_cosmetics,profiles,trg_profiles_cosmetics_ownership,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_profiles_horse_is_born_social AFTER INSERT OR UPDATE OF is_horse ON public.profiles FOR EACH ROW WHEN ((new.is_horse IS TRUE)) EXECUTE FUNCTION trg_fn_horse_is_born_social(),O,b0edf65c444bdd477f2e079d5d6b15ce,trg_fn_horse_is_born_social,profiles,trg_profiles_horse_is_born_social,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_protect_profile_username_and_gate BEFORE INSERT OR UPDATE ON public.profiles FOR EACH ROW EXECUTE FUNCTION fn_protect_profile_username_and_gate(),O,c2c87d5579b31a8481ca044d5e20a82e,fn_protect_profile_username_and_gate,profiles,trg_protect_profile_username_and_gate,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE TRIGGER trg_reject_horse_name_on_human BEFORE INSERT OR UPDATE OF display_name, is_horse ON public.profiles FOR EACH ROW EXECUTE FUNCTION fn_reject_horse_name_on_human()",O,e502e13cb89cd19503ba67be8d56f614,fn_reject_horse_name_on_human,profiles,trg_reject_horse_name_on_human,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE TRIGGER trg_sync_mfa_required_on_role_change BEFORE INSERT OR UPDATE OF role, is_vip ON public.profiles FOR EACH ROW EXECUTE FUNCTION fn_sync_mfa_required_on_role_change()",O,93e302ad374109a27ff5ca649e90ac77,fn_sync_mfa_required_on_role_change,profiles,trg_sync_mfa_required_on_role_change,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_validate_home_url_fields BEFORE INSERT OR UPDATE ON public.profiles FOR EACH ROW EXECUTE FUNCTION fn_validate_home_url_fields(),O,0c8b5e6f412d29b9041773a34df6ca01,fn_validate_home_url_fields,profiles,trg_validate_home_url_fields,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER zz_ca_audit_diamond_change AFTER INSERT OR UPDATE OF diamonds ON public.profiles FOR EACH ROW EXECUTE FUNCTION fn_ca_audit_diamond_change(),O,e6d4f55360a07ccc3399ce0c957910e3,fn_ca_audit_diamond_change,profiles,zz_ca_audit_diamond_change,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER zz_ca_diamond_born_with_balance AFTER INSERT ON public.profiles FOR EACH ROW WHEN (((new.diamonds IS NOT NULL) AND (new.diamonds <> 0))) EXECUTE FUNCTION fn_ca_diamond_born_with_balance(),O,ebd7de56c0b2ecd01431d7e3736ccf5e,fn_ca_diamond_born_with_balance,profiles,zz_ca_diamond_born_with_balance,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER zz_promotion_claim_server_decides BEFORE INSERT ON public.promotion_claims FOR EACH ROW EXECUTE FUNCTION fn_promotion_claim_takes_the_promotions_word(),O,aa1561c35fe0c43d39411eacdde28bef,fn_promotion_claim_takes_the_promotions_word,promotion_claims,zz_promotion_claim_server_decides,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE TRIGGER trg_promotion_prize_has_no_payout_path AFTER INSERT OR UPDATE OF status, prize_pool, type ON public.promotions FOR EACH ROW EXECUTE FUNCTION fn_warn_promotion_has_no_payout_path()",O,7262c19013d5479736fe2d49daed83be,fn_warn_promotion_has_no_payout_path,promotions,trg_promotion_prize_has_no_payout_path,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_ca_club_rake_daily_user_del AFTER DELETE ON public.rake_attributions REFERENCING OLD TABLE AS old_rows FOR EACH STATEMENT EXECUTE FUNCTION trg_ca_club_rake_daily_user_delete(),O,11d6f1c5938dda3430d585aeff5cb423,trg_ca_club_rake_daily_user_delete,rake_attributions,trg_ca_club_rake_daily_user_del,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_ca_club_rake_daily_user_ins AFTER INSERT ON public.rake_attributions REFERENCING NEW TABLE AS new_rows FOR EACH STATEMENT EXECUTE FUNCTION trg_ca_club_rake_daily_user_insert(),O,dfc897bb2bd90950d6e34e8f6f3c0bfd,trg_ca_club_rake_daily_user_insert,rake_attributions,trg_ca_club_rake_daily_user_ins,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_ca_club_rake_daily_user_upd AFTER UPDATE ON public.rake_attributions REFERENCING OLD TABLE AS old_rows NEW TABLE AS new_rows FOR EACH STATEMENT EXECUTE FUNCTION trg_ca_club_rake_daily_user_change(),O,5d62cbb47cc2763e74bb7d981f22daa6,trg_ca_club_rake_daily_user_change,rake_attributions,trg_ca_club_rake_daily_user_upd,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER ca_reporting_rake_change AFTER DELETE OR UPDATE ON public.rake_records FOR EACH ROW EXECUTE FUNCTION trg_ca_reporting_repair_changed_day(),O,8b884094a687151e1095c8741651dbab,trg_ca_reporting_repair_changed_day,rake_records,ca_reporting_rake_change,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER ca_reporting_rake_insert AFTER INSERT ON public.rake_records FOR EACH ROW EXECUTE FUNCTION trg_ca_reporting_rake_insert(),O,77a5bc5c710f2dbc04b547cab55672a0,trg_ca_reporting_rake_insert,rake_records,ca_reporting_rake_insert,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_award_vip_points_from_rake AFTER INSERT ON public.rake_records FOR EACH ROW EXECUTE FUNCTION fn_award_vip_points_from_rake(),O,23ee9b47483898b695bbdf7afea48b01,fn_award_vip_points_from_rake,rake_records,trg_award_vip_points_from_rake,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_ca_club_rake_daily_del AFTER DELETE ON public.rake_records REFERENCING OLD TABLE AS old_rows FOR EACH STATEMENT EXECUTE FUNCTION trg_ca_club_rake_daily_change(),O,0eff9721f6fb1f9d0295184eaafab2f2,trg_ca_club_rake_daily_change,rake_records,trg_ca_club_rake_daily_del,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_ca_club_rake_daily_ins AFTER INSERT ON public.rake_records REFERENCING NEW TABLE AS new_rows FOR EACH STATEMENT EXECUTE FUNCTION trg_ca_club_rake_daily_insert(),O,4bb7c4d64021796803829faacbcddbb0,trg_ca_club_rake_daily_insert,rake_records,trg_ca_club_rake_daily_ins,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_ca_club_rake_daily_upd AFTER UPDATE ON public.rake_records REFERENCING OLD TABLE AS old_rows NEW TABLE AS new_rows FOR EACH STATEMENT EXECUTE FUNCTION trg_ca_club_rake_daily_change(),O,0eff9721f6fb1f9d0295184eaafab2f2,trg_ca_club_rake_daily_change,rake_records,trg_ca_club_rake_daily_upd,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_guard_rake_belongs_to_club BEFORE INSERT OR UPDATE ON public.rake_records FOR EACH ROW EXECUTE FUNCTION fn_guard_rake_belongs_to_club(),O,04f17832e28e53b2ca5b33eb3b8e0982,fn_guard_rake_belongs_to_club,rake_records,trg_guard_rake_belongs_to_club,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_tournament_fee_names_its_player BEFORE INSERT ON public.rake_records FOR EACH ROW WHEN (((new.is_tournament IS TRUE) AND (new.player_contributions IS NULL) AND (new.rake_amount > (0)::numeric))) EXECUTE FUNCTION fn_tournament_fee_names_its_player(),O,a34e26b81ceeda38237b739245ff11f6,fn_tournament_fee_names_its_player,rake_records,trg_tournament_fee_names_its_player,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER zz_ca_escrow_rake_record AFTER INSERT ON public.rake_records FOR EACH ROW WHEN (((new.is_tournament IS TRUE) AND (new.tournament_id IS NOT NULL))) EXECUTE FUNCTION fn_ca_escrow_on_rake_record(),O,263244a7bff192d354c822496c59baf4,fn_ca_escrow_on_rake_record,rake_records,zz_ca_escrow_rake_record,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER poker_arena_no_hierarchy BEFORE INSERT OR UPDATE ON public.rakeback_periods FOR EACH ROW EXECUTE FUNCTION fn_poker_reject_diamond_hierarchy(),O,49037a2bf4322d2a327bc9141a7a7a89,fn_poker_reject_diamond_hierarchy,rakeback_periods,poker_arena_no_hierarchy,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_guard_retired_club_mutation BEFORE INSERT OR DELETE OR UPDATE ON public.settlement_periods FOR EACH ROW EXECUTE FUNCTION fn_guard_retired_club_mutation(),O,b82be212e7ccf2a15637c231861ff993,fn_guard_retired_club_mutation,settlement_periods,trg_guard_retired_club_mutation,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER zz_closed_period_is_immutable BEFORE DELETE OR UPDATE ON public.settlement_periods FOR EACH ROW EXECUTE FUNCTION zz_closed_period_is_immutable(),O,7c50bd632593b3f79950049b427cbd70,zz_closed_period_is_immutable,settlement_periods,zz_closed_period_is_immutable,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_ca_autoledger AFTER INSERT OR UPDATE OF balance ON public.spin_bonus_pools FOR EACH ROW EXECUTE FUNCTION fn_ca_autoledger('balance=spin_reserve'),O,2ff8923b4c2d8fd3d343cf37acce0f2c,fn_ca_autoledger,spin_bonus_pools,trg_ca_autoledger,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_ca_autoledger_delete BEFORE DELETE ON public.spin_bonus_pools FOR EACH ROW EXECUTE FUNCTION fn_ca_autoledger_delete('balance=spin_reserve'),O,c6d7e02df8b654fbccc3e8844418bd01,fn_ca_autoledger_delete,spin_bonus_pools,trg_ca_autoledger_delete,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_ca_block_browser BEFORE INSERT OR DELETE OR UPDATE ON public.spin_bonus_pools FOR EACH ROW EXECUTE FUNCTION fn_ca_block_browser_money_table(),O,c894814808498e86ac14d59924cfa145,fn_ca_block_browser_money_table,spin_bonus_pools,trg_ca_block_browser,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_guard_retired_club_mutation BEFORE INSERT OR DELETE OR UPDATE ON public.spin_bonus_pools FOR EACH ROW EXECUTE FUNCTION fn_guard_retired_club_mutation(),O,b82be212e7ccf2a15637c231861ff993,fn_guard_retired_club_mutation,spin_bonus_pools,trg_guard_retired_club_mutation,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER zz_spin_shortfall_funds_escrow AFTER INSERT ON public.spin_reserve_ledger FOR EACH ROW WHEN ((new.kind = 'adjustment'::text)) EXECUTE FUNCTION fn_spin_shortfall_funds_the_escrow(),O,d9221be8cad1f2622432cb0cc8e78b0a,fn_spin_shortfall_funds_the_escrow,spin_reserve_ledger,zz_spin_shortfall_funds_escrow,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER poker_arena_no_hierarchy BEFORE INSERT OR UPDATE ON public.sub_agents FOR EACH ROW EXECUTE FUNCTION fn_poker_reject_diamond_hierarchy(),O,49037a2bf4322d2a327bc9141a7a7a89,fn_poker_reject_diamond_hierarchy,sub_agents,poker_arena_no_hierarchy,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_sub_agents_updated BEFORE UPDATE ON public.sub_agents FOR EACH ROW EXECUTE FUNCTION touch_sub_agents(),O,17ea75951ae3de7e39b5eb6e59330706,touch_sub_agents,sub_agents,trg_sub_agents_updated,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER aa_tournament_live_seat_proof_lock BEFORE INSERT OR DELETE OR UPDATE ON public.table_seats FOR EACH ROW EXECUTE FUNCTION trg_lock_and_validate_tournament_live_seat(),O,9db05e34f4c67d833d8d8d0bb1c83a08,trg_lock_and_validate_tournament_live_seat,table_seats,aa_tournament_live_seat_proof_lock,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE TRIGGER ab_refuse_live_seat_on_closed_tournament_table BEFORE INSERT OR UPDATE OF table_id, user_id, left_at ON public.table_seats FOR EACH ROW EXECUTE FUNCTION trg_refuse_live_seat_on_closed_tournament_table()",O,77a66788308c83b1b27a047328be37ed,trg_refuse_live_seat_on_closed_tournament_table,table_seats,ab_refuse_live_seat_on_closed_tournament_table,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER poker_arena_chip_seat_guard BEFORE INSERT OR UPDATE OF table_id ON public.table_seats FOR EACH ROW EXECUTE FUNCTION fn_poker_guard_chip_seat(),O,9dc9db7e4c18f9e1588140fc678442ce,fn_poker_guard_chip_seat,table_seats,poker_arena_chip_seat_guard,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE CONSTRAINT TRIGGER tournament_live_seat_has_active_roster AFTER INSERT ON public.table_seats DEFERRABLE INITIALLY DEFERRED FOR EACH ROW EXECUTE FUNCTION trg_assert_live_tournament_seat_has_roster(),O,7832e3544f1029a4d31f3db07a2659da,trg_assert_live_tournament_seat_has_roster,table_seats,tournament_live_seat_has_active_roster,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE CONSTRAINT TRIGGER tournament_live_seat_update_has_active_roster AFTER UPDATE OF table_id, user_id, left_at ON public.table_seats DEFERRABLE INITIALLY DEFERRED FOR EACH ROW EXECUTE FUNCTION trg_assert_live_tournament_seat_has_roster()",O,7832e3544f1029a4d31f3db07a2659da,trg_assert_live_tournament_seat_has_roster,table_seats,tournament_live_seat_update_has_active_roster,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_ca_arena_seat_is_same_asset AFTER INSERT ON public.table_seats FOR EACH ROW EXECUTE FUNCTION fn_ca_arena_seat_is_same_asset(),O,1abc2e0357e6cbd626319d4f454a913c,fn_ca_arena_seat_is_same_asset,table_seats,trg_ca_arena_seat_is_same_asset,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_ca_guard_seat_creation BEFORE INSERT OR UPDATE OF left_at ON public.table_seats FOR EACH ROW EXECUTE FUNCTION fn_ca_guard_seat_creation(),O,77a95a0652d302b17bde3757414685cd,fn_ca_guard_seat_creation,table_seats,trg_ca_guard_seat_creation,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE TRIGGER trg_cash_game_roster_track AFTER INSERT OR UPDATE OF left_at, user_id ON public.table_seats FOR EACH ROW EXECUTE FUNCTION fn_cash_game_roster_track()",O,2daf313485aa6ee430c4d9d6236f407c,fn_cash_game_roster_track,table_seats,trg_cash_game_roster_track,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_clear_sitout_on_turnover BEFORE UPDATE ON public.table_seats FOR EACH ROW EXECUTE FUNCTION fn_clear_sitout_on_turnover(),O,6adbb2ed891454b185a9092d0a43196c,fn_clear_sitout_on_turnover,table_seats,trg_clear_sitout_on_turnover,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_enforce_four_table_limit BEFORE INSERT OR UPDATE OF left_at ON public.table_seats FOR EACH ROW EXECUTE FUNCTION fn_enforce_four_table_limit(),O,b9a73a39f681b3596b9507e2a6ba8528,fn_enforce_four_table_limit,table_seats,trg_enforce_four_table_limit,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_guard_retired_club_mutation BEFORE INSERT OR DELETE OR UPDATE ON public.table_seats FOR EACH ROW EXECUTE FUNCTION fn_guard_retired_club_mutation(),O,b82be212e7ccf2a15637c231861ff993,fn_guard_retired_club_mutation,table_seats,trg_guard_retired_club_mutation,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_log_seat_stack_exit BEFORE DELETE OR UPDATE OF left_at ON public.table_seats FOR EACH ROW EXECUTE FUNCTION fn_log_seat_stack_exit(),O,a6f4c60a1a24ffe9e72f4fc9b682e14a,fn_log_seat_stack_exit,table_seats,trg_log_seat_stack_exit,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_new_seat_clear_sitout BEFORE INSERT ON public.table_seats FOR EACH ROW EXECUTE FUNCTION fn_new_seat_clear_sitout(),O,c801ec89e83f06d5051bb4efdc38db22,fn_new_seat_clear_sitout,table_seats,trg_new_seat_clear_sitout,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_no_live_seat_on_finished_game BEFORE INSERT OR UPDATE ON public.table_seats FOR EACH ROW EXECUTE FUNCTION fn_no_live_seat_on_finished_game(),O,c8d1ca2128fc5f5405a194a46e298d47,fn_no_live_seat_on_finished_game,table_seats,trg_no_live_seat_on_finished_game,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE TRIGGER trg_notify_blinding_off AFTER UPDATE OF is_sitting_out, is_away ON public.table_seats FOR EACH ROW EXECUTE FUNCTION fn_notify_blinding_off()",O,68022d5d999830f2fc014f191fa616e8,fn_notify_blinding_off,table_seats,trg_notify_blinding_off,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE TRIGGER trg_one_live_seat_per_tournament BEFORE INSERT OR UPDATE OF user_id, left_at, table_id ON public.table_seats FOR EACH ROW WHEN ((new.left_at IS NULL)) EXECUTE FUNCTION fn_guard_one_live_tournament_seat()",O,f55ac7c4e07131b85e42bd8e0b39cacc,fn_guard_one_live_tournament_seat,table_seats,trg_one_live_seat_per_tournament,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_refuse_seat_on_closed_cluster_table BEFORE INSERT ON public.table_seats FOR EACH ROW EXECUTE FUNCTION fn_refuse_seat_on_closed_cluster_table(),O,5ce84d41cb75c61791d1250e35deb5fe,fn_refuse_seat_on_closed_cluster_table,table_seats,trg_refuse_seat_on_closed_cluster_table,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE TRIGGER trg_refuse_seat_revive_on_closed_cluster_table BEFORE UPDATE OF user_id, left_at, table_id ON public.table_seats FOR EACH ROW WHEN (((new.left_at IS NULL) AND ((old.left_at IS NOT NULL) OR (old.user_id IS DISTINCT FROM new.user_id) OR (old.table_id IS DISTINCT FROM new.table_id)))) EXECUTE FUNCTION fn_refuse_seat_on_closed_cluster_table()",O,5ce84d41cb75c61791d1250e35deb5fe,fn_refuse_seat_on_closed_cluster_table,table_seats,trg_refuse_seat_revive_on_closed_cluster_table,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_seat_change_syncs_seat_first_count AFTER INSERT OR DELETE OR UPDATE OF left_at ON public.table_seats FOR EACH ROW WHEN ((pg_trigger_depth() < 2)) EXECUTE FUNCTION fn_seat_change_syncs_seat_first_count(),O,e8627a2f8a134a044592c6a64cb3bb1f,fn_seat_change_syncs_seat_first_count,table_seats,trg_seat_change_syncs_seat_first_count,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_seat_insert_cancel_waitlist AFTER INSERT ON public.table_seats FOR EACH ROW EXECUTE FUNCTION fn_seat_insert_cancel_waitlist(),O,9bf8481f945f641918a4b044c8138aa4,fn_seat_insert_cancel_waitlist,table_seats,trg_seat_insert_cancel_waitlist,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_stamp_seat_horse_id BEFORE INSERT OR UPDATE OF user_id ON public.table_seats FOR EACH ROW EXECUTE FUNCTION fn_stamp_seat_horse_id(),O,3c659ba826e3a3296cdfd74911164185,fn_stamp_seat_horse_id,table_seats,trg_stamp_seat_horse_id,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_stamp_sit_out_at BEFORE INSERT OR UPDATE ON public.table_seats FOR EACH ROW EXECUTE FUNCTION fn_stamp_sit_out_at(),O,6443901e814681a3518e6781068c8fea,fn_stamp_sit_out_at,table_seats,trg_stamp_sit_out_at,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE TRIGGER trg_table_seats_human_user_club_only BEFORE INSERT OR UPDATE OF table_id, user_id, left_at ON public.table_seats FOR EACH ROW EXECUTE FUNCTION fn_ca_reject_automated_user_club_row()",O,7c73094df30c90f94a78cbbd5d24f504,fn_ca_reject_automated_user_club_row,table_seats,trg_table_seats_human_user_club_only,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_table_seats_stamp_club BEFORE INSERT OR UPDATE ON public.table_seats FOR EACH ROW EXECUTE FUNCTION fn_stamp_seat_club(),O,b2cc16de0c6db9dedd115d84961b37e3,fn_stamp_seat_club,table_seats,trg_table_seats_stamp_club,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE TRIGGER zz_freeze_entry_guard BEFORE INSERT OR UPDATE OF left_at, user_id ON public.table_seats FOR EACH ROW EXECUTE FUNCTION fn_refuse_new_entries_while_frozen()",O,0af4299f549c144ce93b2f37914f6b4e,fn_refuse_new_entries_while_frozen,table_seats,zz_freeze_entry_guard,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE TRIGGER zz_freeze_guard BEFORE INSERT OR DELETE OR UPDATE ON public.table_seats FOR EACH ROW EXECUTE FUNCTION fn_refuse_while_frozen('stack', 'left_at', 'sit_out_at')",O,3a866372172806a8a69cc3d37413f0cc,fn_refuse_while_frozen,table_seats,zz_freeze_guard,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER zz_restriction_seat_guard BEFORE INSERT ON public.table_seats FOR EACH ROW EXECUTE FUNCTION fn_ca_refuse_restricted_entry('cash'),O,7b1f259496d3b5ad18a1218d35b9b34e,fn_ca_refuse_restricted_entry,table_seats,zz_restriction_seat_guard,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE TRIGGER zz_restriction_seat_revive_guard BEFORE UPDATE OF user_id, left_at ON public.table_seats FOR EACH ROW WHEN (((new.left_at IS NULL) AND ((old.left_at IS NOT NULL) OR (old.user_id IS DISTINCT FROM new.user_id)))) EXECUTE FUNCTION fn_ca_refuse_restricted_entry('cash')",O,7b1f259496d3b5ad18a1218d35b9b34e,fn_ca_refuse_restricted_entry,table_seats,zz_restriction_seat_revive_guard,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER table_templates_updated_at BEFORE UPDATE ON public.table_templates FOR EACH ROW EXECUTE FUNCTION update_updated_at_column(),O,54801f8bc343c4928383a3e7a1d57d61,update_updated_at_column,table_templates,table_templates_updated_at,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER aa_tournament_table_launch_proof_lock BEFORE INSERT OR DELETE OR UPDATE ON public.tables FOR EACH ROW EXECUTE FUNCTION trg_lock_and_classify_tournament_table(),O,7f03f5391ca9a47ea9a8b5b3c8a38fd5,trg_lock_and_classify_tournament_table,tables,aa_tournament_table_launch_proof_lock,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
